id,name,shelves,platforms,rating,review,dates,statuses,genres,franchises,developers,publishers,release_date,url,giantbomb_id
34386,Amnesia: A Machine for Pigs,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 51}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}, ""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}","{""Amnesia"": {""url"": ""https://www.grouvee.com/games/franchise/2202-amnesia/""}}","{""thechineseroom"": {""url"": ""https://www.grouvee.com/games/company/16136-thechineseroom/""}}","{""Frictional Games"": {""url"": ""https://www.grouvee.com/games/company/5844-frictional-games/""}}",2013-09-10,https://www.grouvee.com/games/34386-amnesia-a-machine-for-pigs/,37565
34482,Guacamelee!,"{""Backlog"": {""date_added"": ""2021-03-14T08:41:42Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 267}, ""Steam"": {""date_added"": ""2021-03-14T08:41:42Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Brawler"": {""url"": ""https://www.grouvee.com/games/?genre=brawler""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Guacamelee!"": {""url"": ""https://www.grouvee.com/games/franchise/3935-guacamelee/""}}","{""Broken Rules"": {""url"": ""https://www.grouvee.com/games/company/2393-broken-rules/""}, ""DrinkBox Studios"": {""url"": ""https://www.grouvee.com/games/company/4592-drinkbox-studios/""}}","{""DrinkBox Studios"": {""url"": ""https://www.grouvee.com/games/company/4592-drinkbox-studios/""}, ""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}}",2013-04-09,https://www.grouvee.com/games/34482-guacamelee/,37673
34599,Lone Survivor,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 33}, ""Steam"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 60, ""level_of_completion"": null}]",[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}",{},"{""Curve Studios"": {""url"": ""https://www.grouvee.com/games/company/3640-curve-studios/""}, ""Superflat "": {""url"": ""https://www.grouvee.com/games/company/15561-superflat/""}}","{""Curve Studios"": {""url"": ""https://www.grouvee.com/games/company/3640-curve-studios/""}, ""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}, ""Superflat "": {""url"": ""https://www.grouvee.com/games/company/15561-superflat/""}}",2012-03-27,https://www.grouvee.com/games/34599-lone-survivor/,37794
34641,Starbound,"{""Played"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 31}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 244800, ""level_of_completion"": null}]",[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}",{},"{""Chucklefish Games"": {""url"": ""https://www.grouvee.com/games/company/2960-chucklefish-games/""}}","{""Chucklefish Games"": {""url"": ""https://www.grouvee.com/games/company/2960-chucklefish-games/""}}",2016-07-22,https://www.grouvee.com/games/34641-starbound/,37839
34692,Shadowrun Returns,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 42}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}, ""Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=strategy""}}","{""Shadowrun"": {""url"": ""https://www.grouvee.com/games/franchise/273-shadowrun/""}}","{""Harebrained Schemes"": {""url"": ""https://www.grouvee.com/games/company/6951-harebrained-schemes/""}}","{""Harebrained Schemes"": {""url"": ""https://www.grouvee.com/games/company/6951-harebrained-schemes/""}, ""Paradox Interactive AB"": {""url"": ""https://www.grouvee.com/games/company/11900-paradox-interactive-ab/""}}",2013-07-25,https://www.grouvee.com/games/34692-shadowrun-returns/,37894
34772,Axiom Verge,"{""Played"": {""date_added"": ""2020-04-06T23:54:46Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}}",{},5,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Axiom Verge"": {""url"": ""https://www.grouvee.com/games/franchise/4588-axiom-verge/""}}","{""BlitWorks"": {""url"": ""https://www.grouvee.com/games/company/2086-blitworks/""}, ""Sickhead Games"": {""url"": ""https://www.grouvee.com/games/company/14328-sickhead-games/""}, ""Thomas Happ Games, LLC"": {""url"": ""https://www.grouvee.com/games/company/16323-thomas-happ-games-llc/""}}","{""BadLand Publishing"": {""url"": ""https://www.grouvee.com/games/company/23148-badland-publishing/""}, ""Leadman Games"": {""url"": ""https://www.grouvee.com/games/company/19613-leadman-games/""}, ""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}, ""Thomas Happ Games, LLC"": {""url"": ""https://www.grouvee.com/games/company/16323-thomas-happ-games-llc/""}}",2015-03-31,https://www.grouvee.com/games/34772-axiom-verge/,37976
34824,"Sir, You Are Being Hunted","{""Wish List"": {""date_added"": ""2020-10-08T19:21:58Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},"{""Big Robot"": {""url"": ""https://www.grouvee.com/games/company/1844-big-robot/""}}",{},2014-05-01,https://www.grouvee.com/games/34824-sir-you-are-being-hunted/,38028
34928,Rayman Legends,"{""Played"": {""date_added"": ""2019-12-22T12:45:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}, ""Completed"": {""date_added"": ""2019-12-22T12:45:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547301-completed/""}}",{},5,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Rayman"": {""url"": ""https://www.grouvee.com/games/franchise/279-rayman/""}}","{""Ubisoft Montpellier Studios"": {""url"": ""https://www.grouvee.com/games/company/16941-ubisoft-montpellier-studios/""}}","{""Nintendo"": {""url"": ""https://www.grouvee.com/games/company/11089-nintendo/""}, ""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/company/16936-ubisoft-entertainment/""}}",2013-08-29,https://www.grouvee.com/games/34928-rayman-legends/,38141
34990,The Elder Scrolls Online,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 156}, ""Steam"": {""date_added"": ""2019-12-22T12:17:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 660, ""level_of_completion"": null}]",[],"{""MMORPG"": {""url"": ""https://www.grouvee.com/games/?genre=mmorpg""}}","{""The Elder Scrolls"": {""url"": ""https://www.grouvee.com/games/franchise/291-the-elder-scrolls/""}}","{""Iron Galaxy Studios"": {""url"": ""https://www.grouvee.com/games/company/7922-iron-galaxy-studios/""}, ""ZeniMax Online Studios"": {""url"": ""https://www.grouvee.com/games/company/18217-zenimax-online-studios/""}}","{""Bethesda Softworks"": {""url"": ""https://www.grouvee.com/games/company/1763-bethesda-softworks/""}}",2014-04-04,https://www.grouvee.com/games/34990-the-elder-scrolls-online/,38206
35006,Company of Heroes 2,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 159}, ""Steam"": {""date_added"": ""2019-12-22T12:17:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Real-Time Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=real-time-strategy""}}","{""Company of Heroes"": {""url"": ""https://www.grouvee.com/games/franchise/991-company-of-heroes/""}}","{""Relic Entertainment"": {""url"": ""https://www.grouvee.com/games/company/13316-relic-entertainment/""}}","{""Sega"": {""url"": ""https://www.grouvee.com/games/company/14066-sega/""}}",2013-06-25,https://www.grouvee.com/games/35006-company-of-heroes-2/,38224
35063,LEGO The Lord of the Rings,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 37}, ""Steam"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}","{""LEGO"": {""url"": ""https://www.grouvee.com/games/franchise/169-lego/""}, ""The Lord of the Rings"": {""url"": ""https://www.grouvee.com/games/franchise/772-the-lord-of-the-rings/""}}","{""TT Fusion"": {""url"": ""https://www.grouvee.com/games/company/16803-tt-fusion/""}, ""TT Games"": {""url"": ""https://www.grouvee.com/games/company/16804-tt-games/""}, ""Traveller's Tales Ltd."": {""url"": ""https://www.grouvee.com/games/company/16661-travellers-tales-ltd/""}}","{""WB Games"": {""url"": ""https://www.grouvee.com/games/company/17624-wb-games/""}}",2012-10-30,https://www.grouvee.com/games/35063-lego-the-lord-of-the-rings/,38282
35105,Gone Home,"{""Played"": {""date_added"": ""2019-12-22T12:43:54Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""The Fullbright Company"": {""url"": ""https://www.grouvee.com/games/company/16171-the-fullbright-company/""}}","{""Annapurna Interactive"": {""url"": ""https://www.grouvee.com/games/company/18491-annapurna-interactive/""}, ""Headup Games"": {""url"": ""https://www.grouvee.com/games/company/7007-headup-games/""}, ""Merge Games"": {""url"": ""https://www.grouvee.com/games/company/9998-merge-games/""}, ""Midnight City"": {""url"": ""https://www.grouvee.com/games/company/10153-midnight-city/""}, ""The Fullbright Company"": {""url"": ""https://www.grouvee.com/games/company/16171-the-fullbright-company/""}, ""iam8bit"": {""url"": ""https://www.grouvee.com/games/company/19411-iam8bit/""}}",2013-08-15,https://www.grouvee.com/games/35105-gone-home/,38327
35228,Cyberpunk 2077,"{""Wish List"": {""date_added"": ""2024-08-23T01:27:07Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 300}}",{},,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Cyberpunk"": {""url"": ""https://www.grouvee.com/games/franchise/4467-cyberpunk/""}}","{""CD Projekt RED Sp. z o.o."": {""url"": ""https://www.grouvee.com/games/company/2759-cd-projekt-red-sp-z-oo/""}}","{""Bandai Namco Entertainment Europe"": {""url"": ""https://www.grouvee.com/games/company/18581-bandai-namco-entertainment-europe/""}, ""CD Projekt Sp. z o.o."": {""url"": ""https://www.grouvee.com/games/company/2760-cd-projekt-sp-z-oo/""}, ""WB Games"": {""url"": ""https://www.grouvee.com/games/company/17624-wb-games/""}}",2020-12-10,https://www.grouvee.com/games/35228-cyberpunk-2077/,38456
35304,Watch Dogs,"{""Backlog"": {""date_added"": ""2024-08-23T01:27:29Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 299}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Driving/Racing"": {""url"": ""https://www.grouvee.com/games/?genre=drivingracing""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Watch Dogs"": {""url"": ""https://www.grouvee.com/games/franchise/3490-watch-dogs/""}}","{""Ubisoft Bucharest"": {""url"": ""https://www.grouvee.com/games/company/16931-ubisoft-bucharest/""}, ""Ubisoft Montreal Studios"": {""url"": ""https://www.grouvee.com/games/company/16942-ubisoft-montreal-studios/""}, ""Ubisoft Paris Studios"": {""url"": ""https://www.grouvee.com/games/company/16946-ubisoft-paris-studios/""}, ""Ubisoft Quebec City Studio"": {""url"": ""https://www.grouvee.com/games/company/16949-ubisoft-quebec-city-studio/""}, ""Ubisoft Reflections"": {""url"": ""https://www.grouvee.com/games/company/16950-ubisoft-reflections/""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/company/16936-ubisoft-entertainment/""}}",2014-05-27,https://www.grouvee.com/games/35304-watch-dogs/,38538
35356,Payday 2,"{""Played"": {""date_added"": ""2019-12-22T12:17:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 53}, ""Steam"": {""date_added"": ""2019-12-22T12:17:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 10800, ""level_of_completion"": null}]",[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Payday"": {""url"": ""https://www.grouvee.com/games/franchise/2326-payday/""}}","{""LionGameLion"": {""url"": ""https://www.grouvee.com/games/company/9174-liongamelion/""}, ""Overkill Software"": {""url"": ""https://www.grouvee.com/games/company/11749-overkill-software/""}, ""Sumo Digital Ltd."": {""url"": ""https://www.grouvee.com/games/company/15508-sumo-digital-ltd/""}}","{""505 Games"": {""url"": ""https://www.grouvee.com/games/company/180-505-games/""}, ""Prime Matter"": {""url"": ""https://www.grouvee.com/games/company/22931-prime-matter/""}, ""Starbreeze Studios AB"": {""url"": ""https://www.grouvee.com/games/company/15104-starbreeze-studios-ab/""}}",2013-08-13,https://www.grouvee.com/games/35356-payday-2/,38596
35452,Iconoclasts,"{""Played"": {""date_added"": ""2020-05-09T17:41:48Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}}",{},5,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}, ""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}",{},"{""Joakim Sandberg"": {""url"": ""https://www.grouvee.com/games/company/26538-joakim-sandberg/""}, ""Konjak"": {""url"": ""https://www.grouvee.com/games/company/8716-konjak/""}}","{""Bifrost Entertainment"": {""url"": ""https://www.grouvee.com/games/company/1791-bifrost-entertainment/""}, ""DANGEN Entertainment"": {""url"": ""https://www.grouvee.com/games/company/3770-dangen-entertainment/""}, ""Intragames"": {""url"": ""https://www.grouvee.com/games/company/7853-intragames/""}, ""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}}",2018-01-23,https://www.grouvee.com/games/35452-iconoclasts/,38695
35498,Pac-Man VR,"{""Backlog"": {""date_added"": ""2020-05-09T17:30:00Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/""}, ""Endless"": {""date_added"": ""2020-05-09T17:29:58Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/""}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Brawler"": {""url"": ""https://www.grouvee.com/games/?genre=brawler""}}","{""Pac-Man"": {""url"": ""https://www.grouvee.com/games/franchise/96-pac-man/""}}","{""Namco"": {""url"": ""https://www.grouvee.com/games/company/10721-namco/""}, ""Virtuality Entertainment Ltd."": {""url"": ""https://www.grouvee.com/games/company/17364-virtuality-entertainment-ltd/""}}","{""Namco"": {""url"": ""https://www.grouvee.com/games/company/10721-namco/""}}",1996-06-22,https://www.grouvee.com/games/35498-pac-man-vr/,38742
35543,Warframe,"{""Backlog"": {""date_added"": ""2024-06-25T04:43:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 290}, ""Steam"": {""date_added"": ""2024-06-25T04:43:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/"", ""order"": 266}}",{},,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}",{},"{""Digital Extremes"": {""url"": ""https://www.grouvee.com/games/company/4233-digital-extremes/""}}","{""Digital Extremes"": {""url"": ""https://www.grouvee.com/games/company/4233-digital-extremes/""}}",2013-03-25,https://www.grouvee.com/games/35543-warframe/,38788
